Parcel,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate
12108001B,20120030009,201201,0,Commercial/Industrial,Unknown,Quit Claim Deed,Other,Sale price missing,Yes,Unknown,No,No,2012-01-03
137251160,20120030021,201201,35000,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-03
30224114B,20120030078,201201,42000,Commercial/Industrial,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-03
123020820,20120030138,201201,430000,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale includes unquantifiable Personal Property > 5%,No,Unknown,No,No,2012-01-03
30253007A,20120030216,201201,40000,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-03
221171820,20120030273,201201,0,Single Family,Unknown,Quit Claim Deed,Other,Sale price missing,Yes,Unknown,No,No,2012-01-03
11707285B,20120030328,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707286C,20120030328,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707287B,20120030328,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
117073030,20120030328,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707285B,20120030329,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707286C,20120030329,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707287B,20120030329,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
117073030,20120030329,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707287B,20120030330,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707286C,20120030331,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
11707285B,20120030332,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
117073030,20120030333,201201,1,2-4 Plex,Unknown,Quit Claim Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-03
121063190,20120040034,201201,55000,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-04
134100620,20120040060,201201,52199,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-04
224458650,20120040277,201201,136500,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-04
104101900,20120040319,201201,50000,Single Family,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-04
134221080,20120040334,201201,134000,Single Family,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-04
108191500,20120040361,201201,56000,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-04
10712151D,20120040367,201201,52000,Other,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-04
121061430,20120040370,201201,58000,Single Family,Unknown,Warranty Deed,Other,Sale under duress,No,Unknown,No,No,2012-01-04
304832350,20120040405,201201,345000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-04
304681670,20120040414,201201,255000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-04
30601053X,20120050150,201201,379900,Single Family,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-05
225193710,20120050156,201201,255000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
126133440,20120050220,201201,58500,2-4 Plex,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-05
225045960,20120050382,201201,186250,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
224334950,20120050386,201201,198000,Single Family,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-05
138331000,20120050415,201201,178000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
122162280,20120050436,201201,72000,2-4 Plex,Unknown,Warranty Deed,Other,Sale under duress,No,Unknown,No,No,2012-01-05
130120300,20120050455,201201,30000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
130056330,20120050457,201201,40000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
30513052F,20120050587,201201,730000,Commercial/Industrial,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
106024990,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025000,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025010,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025020,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025030,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025040,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025050,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025060,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025070,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025080,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025090,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025100,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025110,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025120,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
106025130,20120050591,201201,600000,Condo/Townhouse,Unknown,Warranty Deed,Cash,More than five (5) parcels being sold,No,Unknown,No,No,2012-01-05
218553230,20120050605,201201,397500,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-05
225201030,20120050611,201201,249000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
304731580,20120050618,201201,400000,Single Family,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-05
132162990,20120050628,201201,118000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-05
141301530,20120050636,201201,208500,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-05
135071000,20120060003,201201,54500,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-06
13813149A,20120060159,201201,21000,Condo/Townhouse,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-06
303462440,20120060292,201201,99900,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-06
114342060,20120060357,201201,130000,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-06
107111200,20120060562,201201,500000,Apartment Building,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-06
218531680,20120060568,201201,179900,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-06
137336300,20120060682,201201,65000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-06
140310160,20120060684,201201,50000,Mobile Home,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-06
304600300,20120060696,201201,39750,Condo/Townhouse,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-06
212271940,20120060715,201201,127000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-06
221111700,20120060732,201201,90000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-06
304580680,20120060768,201201,88500,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-06
303130250,20120060783,201201,133000,Commercial/Industrial,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-06
304288200,20120060790,201201,243000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-06
137053790,20120060797,201201,50000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-06
10404177A,20120090001,201201,45000,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-09
104044760,20120090003,201201,80400,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-09
137277860,20120090096,201201,53000,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-09
131042050,20120090141,201201,51824,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-09
20830003B,20120090158,201201,18000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-09
226220750,20120090200,201201,137000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,Yes,No,2012-01-09
219050530,20120090367,201201,10,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-09
21905055A,20120090368,201201,10,Vacant Land,Unknown,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-09
140325260,20120090398,201201,120000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-09
225404200,20120090459,201201,139000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-09
304257390,20120090532,201201,105000,Condo/Townhouse,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-09
225241420,20120090538,201201,192000,Condo/Townhouse,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-09
125100600,20120090549,201201,0,Commercial/Industrial,Unknown,Other,Other,Sale price missing,Yes,Unknown,No,No,2012-01-09
125100640,20120090550,201201,0,Commercial/Industrial,Unknown,Other,Other,Sale price missing,Yes,Unknown,No,No,2012-01-09
120074570,20120100230,201201,70284,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,Unknown,No,No,2012-01-10
120074580,20120100230,201201,70284,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,Unknown,No,No,2012-01-10
12007460A,20120100230,201201,70284,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale under duress,No,Unknown,No,No,2012-01-10
133031170,20120100233,201201,178000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-10
10405015A,20120100247,201201,0,2-4 Plex,Unknown,Warranty Deed,Cash,Sale price missing,Yes,Unknown,No,No,2012-01-10
30310289E,20120100269,201201,38000,Vacant Land,Unknown,Warranty Deed,Other,Unsecured Mobile Home,No,Unknown,No,No,2012-01-10
126063080,20120100289,201201,230000,Single Family,Unknown,Warranty Deed,Other,Property type/use code are not consistent,No,Unknown,No,No,2012-01-10
110020450,20120100292,201201,300000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-10
133425060,20120100294,201201,40000,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-10
210422000,20120100459,201201,120000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-10
105010230,20120100470,201201,318000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-10
303732240,20120100524,201201,95000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-10
20552006K,20120100577,201201,37000,Vacant Land,Unknown,Warranty Deed,Cash,Good Sale,No,Unknown,No,No,2012-01-10
217534910,20120100593,201201,179000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-10
110151000,20120100595,201201,122000,Single Family,Unknown,Warranty Deed,Other,Sale under duress,No,Unknown,No,No,2012-01-10
136075620,20120100601,201201,127888,Single Family,Unknown,Warranty Deed,Other,Sale to or from a government agency,No,Unknown,No,No,2012-01-10
133471320,20120110008,201201,130000,Single Family,Unknown,Warranty Deed,Cash,Sale under duress,No,Unknown,No,No,2012-01-11
138354380,20120110116,201201,68000,Single Family,Unknown,Joint Tenancy Deed,Other,Good Sale,No,Unknown,No,No,2012-01-11
30310618C,20120110148,201201,42500,Mobile Home,Unknown,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2012-01-11
30310618D,20120110148,201201,42500,Mobile Home,Unknown,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2012-01-11
303733410,20120110213,201201,174000,Single Family,Unknown,Warranty Deed,Other,Sale to or from a government agency,No,Unknown,No,No,2012-01-11
138265320,20120110226,201201,70000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-11
112073770,20120110231,201201,159000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-11
224133020,20120110251,201201,450000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-11
219204580,20120110339,201201,127500,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-11
224264090,20120110348,201201,240000,Single Family,Unknown,Joint Tenancy Deed,Other,Good Sale,No,Unknown,No,No,2012-01-11
105094940,20120110350,201201,137000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-11
128051030,20120110353,201201,80000,Single Family,Unknown,Warranty Deed,Other,Good Sale,No,Unknown,No,No,2012-01-11
134120120,20120110407,201201,0,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale price missing,Yes,Unknown,No,No,2012-01-11
134120130,20120110407,201201,0,Commercial/Industrial,Unknown,Warranty Deed,Other,Sale price missing,Yes,Unknown,No,No,2012-01-11
208281650,20120110484,201201,24000,Mobile Home,Unknown,Warranty Deed,Cash,Sale to or from a government agency,No,Unknown,No,No,2012-01-11
114650940,20120110491,201201,69900,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-11
136306780,20120110492,201201,90000,Single Family,Unknown,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-11
221111820,20120120003,201201,85000,Single Family,Unknown,Warranty Deed,Cash,Sale to or from a government agency,No,Unknown,No,No,2012-01-12
305241890,20120120007,201201,199900,Single Family,Unknown,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,Unknown,No,No,2012-01-12
119215780,20120120039,201201,25201,Condo/Townhouse,Unknown,Warranty Deed,Cash,Buyer/Seller are related parties or corporate entities,Yes,Unknown,No,No,2012-01-12
