1.693346887657884103e+00 -6.181214721530838840e-01 0.000000000000000000e+00
2.946130625944779480e-01 1.623704905242926433e-01 0.000000000000000000e+00
8.067876747513855751e-01 -1.144376048530800771e-01 0.000000000000000000e+00
1.331376116907424745e+00 -1.583038430390075524e+00 0.000000000000000000e+00
2.298283222583918928e-01 -3.811828094847781179e-01 0.000000000000000000e+00
3.291674210151418478e-01 9.142345269660736573e-01 0.000000000000000000e+00
7.945346503507555447e-02 -4.516329540751995997e-01 0.000000000000000000e+00
1.236167179205192701e+00 -9.989684103703869722e-01 0.000000000000000000e+00
-8.485156741131791858e-01 -9.031408877305234784e-01 0.000000000000000000e+00
7.882278167199634478e-01 6.484531849737394937e-01 0.000000000000000000e+00
1.009787645948540202e+00 -5.947652898376737385e-01 0.000000000000000000e+00
1.459405617418847001e+00 1.250442936982722575e+00 0.000000000000000000e+00
3.289646502554587126e+00 -3.907910241766609505e-01 0.000000000000000000e+00
9.806513586708899277e-01 5.346725259645705997e-01 0.000000000000000000e+00
1.552459746218799896e+00 -3.542227756056956500e-01 0.000000000000000000e+00
3.321066639281780475e+00 1.704826706454772411e+00 0.000000000000000000e+00
-9.606585863675163317e-01 -1.016839554258976319e+00 0.000000000000000000e+00
4.424382043766361683e-02 -5.197432154454315612e-01 0.000000000000000000e+00
1.130563913396558373e+00 8.633161332147284428e-01 0.000000000000000000e+00
1.613313611628133248e+00 -1.636571922624988906e-01 0.000000000000000000e+00
2.023200378762245233e+00 1.280808916205447900e+00 0.000000000000000000e+00
-2.856563188188254721e-02 9.269790394303478731e-02 0.000000000000000000e+00
2.522211656188648732e-01 6.566637022600918527e-01 0.000000000000000000e+00
6.354226179374474759e-01 -1.125436390482033033e-01 0.000000000000000000e+00
1.642946724466816999e+00 1.147955592620469423e+00 0.000000000000000000e+00
2.425832073514174958e+00 7.939612841804627452e-02 0.000000000000000000e+00
-1.227513917408983524e+00 -1.163476337912004333e+00 0.000000000000000000e+00
1.698803154659204395e+00 -4.542358258951071370e-01 0.000000000000000000e+00
-6.100366877189089543e-01 5.397020611865708251e-01 0.000000000000000000e+00
1.148703107036524784e+00 1.037535221732910129e+00 0.000000000000000000e+00
3.547783047557703240e-01 1.825717596406002841e+00 0.000000000000000000e+00
6.244953952745859738e-01 -2.638785482607346466e-01 0.000000000000000000e+00
2.951106785742079630e+00 4.989548236106000623e-01 0.000000000000000000e+00
1.219460492358621195e+00 -3.671722411147300691e-01 0.000000000000000000e+00
2.036858776720347208e+00 1.671746233858398822e+00 0.000000000000000000e+00
-1.590927327685796033e+00 5.887825369693656663e-01 0.000000000000000000e+00
-9.819988310977518786e-01 -1.045021716894078079e+00 0.000000000000000000e+00
7.747818021767016727e-01 -7.165007955114444105e-01 0.000000000000000000e+00
1.706894937112187538e+00 7.195124258190935818e-01 0.000000000000000000e+00
1.158374016011195939e+00 -5.244083888466357646e-01 0.000000000000000000e+00
1.649698746663994520e-01 3.030668923037798668e-01 0.000000000000000000e+00
2.450883890483621208e+00 -8.333940184271162455e-01 0.000000000000000000e+00
1.343988579635296166e+00 -4.908828026743548012e-01 0.000000000000000000e+00
2.348947707683602726e+00 1.454658417310245699e+00 0.000000000000000000e+00
3.876426143231658239e-01 -2.145285801778976931e-01 0.000000000000000000e+00
9.468040725119065693e-01 -7.382984312647367098e-01 0.000000000000000000e+00
-3.001154550810782862e-01 -1.067806759483108658e-01 0.000000000000000000e+00
2.244321536411685081e+00 1.045201120697335950e+00 0.000000000000000000e+00
6.915254727071805663e-01 1.858688790660614765e-01 0.000000000000000000e+00
1.334420369333890743e+00 -1.078491437292935951e+00 0.000000000000000000e+00
-7.262051040290414816e-01 3.178153430086916864e-01 0.000000000000000000e+00
2.457084437347026196e+00 1.962592314233318813e+00 0.000000000000000000e+00
1.092526208617897510e+00 3.772008658874567155e-01 0.000000000000000000e+00
2.166317651198878202e+00 -2.445087940855508180e-01 0.000000000000000000e+00
2.049797284549997656e+00 8.701056262787261464e-02 0.000000000000000000e+00
3.107020343191783329e+00 -7.807165119571929379e-01 0.000000000000000000e+00
4.152543134716059070e-01 -9.186029614327513304e-01 0.000000000000000000e+00
1.259605016847745507e+00 1.739475724158222381e+00 0.000000000000000000e+00
9.239487323290921372e-01 5.154397104812626917e-01 0.000000000000000000e+00
7.763023415955988549e-01 -2.405119436202807770e-01 0.000000000000000000e+00
7.140847639186398421e-02 -6.590451199118463332e-01 0.000000000000000000e+00
4.549683218017142039e-02 -2.063024190776453271e+00 0.000000000000000000e+00
-1.397949809903395124e+00 1.364053932963785520e+00 0.000000000000000000e+00
2.253183130645182164e+00 2.263230582618308007e-01 0.000000000000000000e+00
1.247752821434149562e+00 -9.268624153810823829e-01 0.000000000000000000e+00
1.202045663322870661e+00 7.041692956286607075e-01 0.000000000000000000e+00
9.213753436529967811e-01 -6.124255038120173245e-01 0.000000000000000000e+00
2.530224199011933628e+00 2.157526245895811101e+00 0.000000000000000000e+00
-3.456001638494053951e-01 -1.160287177342413933e+00 0.000000000000000000e+00
1.629228530031245903e+00 4.095950266353097780e-01 0.000000000000000000e+00
1.182707112656171455e+00 1.094978151330487648e-01 0.000000000000000000e+00
3.055454287605150476e-01 5.366718746698357911e-01 0.000000000000000000e+00
2.420870277666785420e+00 2.791712866741543619e-01 0.000000000000000000e+00
-1.899379273957099157e-01 -1.819272341632106826e+00 0.000000000000000000e+00
1.407177190401021072e-01 -3.457439558028458371e-01 0.000000000000000000e+00
